fwer,sensitivity,sm_sigma,snr,n,method
0.05,0.008053691275167784,0.25,2.5,7,voxelwise_rft
0.0,0.013087248322147648,0.25,2.75,7,voxelwise_rft
0.05,0.02214765100671141,0.25,3.0,7,voxelwise_rft
0.0,0.0,0.5,0.0,7,voxelwise_rft
0.05,0.0,0.5,0.1,7,voxelwise_rft
0.0,0.0,0.5,0.25,7,voxelwise_rft
0.0,0.00023474178403755868,0.5,0.5,7,voxelwise_rft
0.0,0.00023474178403755868,0.5,0.75,7,voxelwise_rft
0.0,0.00046948356807511736,0.5,1.0,7,voxelwise_rft
0.0,0.0025821596244131454,0.5,1.25,7,voxelwise_rft
0.0,0.003286384976525822,0.5,1.5,7,voxelwise_rft
0.0,0.009624413145539908,0.5,1.75,7,voxelwise_rft
0.0,0.015258215962441313,0.5,2.0,7,voxelwise_rft
0.0,0.026056338028169014,0.5,2.25,7,voxelwise_rft
0.0,0.042723004694835684,0.5,2.5,7,voxelwise_rft
