,FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
315,0.0,,0.0,0.5,5,Clusterwise RFT,3.8,3.324167300517563
316,0.0,,0.0,0.5,5,Clusterwise RFT,4.0,3.3307122536592937
317,0.0,,0.0,0.5,5,Clusterwise RFT,4.2,3.3167277840468086
318,0.0,,0.0,0.5,5,Clusterwise RFT,4.6,3.3308783016612544
319,0.0,,0.0,0.5,7,Clusterwise RFT,2.4,3.335553094114095
320,0.0,,0.0,0.5,7,Clusterwise RFT,2.6,3.3214192533086826
321,0.0,,0.0,0.5,7,Clusterwise RFT,2.8,3.335588943880835
322,0.0,,0.0,0.5,7,Clusterwise RFT,3.0,3.3292841569820575
323,0.0,,0.0,0.5,7,Clusterwise RFT,3.2,3.329988062127301
324,0.0,,0.0,0.5,7,Clusterwise RFT,3.4,3.340068697133323
325,0.0,,0.0,0.5,7,Clusterwise RFT,3.6,3.309478810634364
326,0.0,,0.0,0.5,7,Clusterwise RFT,3.8,3.3255012186636494
327,0.0,,0.0,0.5,7,Clusterwise RFT,4.0,3.3292812414016577
328,0.0,,0.0,0.5,7,Clusterwise RFT,4.2,3.3074543880704717
329,0.0,,0.0,0.5,7,Clusterwise RFT,4.6,3.32649333788629
330,0.0,,0.0,0.5,10,Clusterwise RFT,2.4,3.323850381273167
331,0.0,,0.0,0.5,10,Clusterwise RFT,2.6,3.3334916718319656
332,0.0,,0.0,0.5,10,Clusterwise RFT,2.8,3.3273356088799417
333,0.0,,0.0,0.5,10,Clusterwise RFT,3.0,3.330909019902434
334,0.0,,0.0,0.5,10,Clusterwise RFT,3.2,3.331554788744224
335,0.0,,0.0,0.5,10,Clusterwise RFT,3.4,3.3267584100163985
336,0.0,,0.0,0.5,10,Clusterwise RFT,3.6,3.3250025050149103
337,0.0,,0.0,0.5,10,Clusterwise RFT,3.8,3.327257504132856
338,1.0,,0.0,0.5,10,Clusterwise RFT,4.0,3.3348559680816976
339,0.0,,0.0,0.5,10,Clusterwise RFT,4.2,3.3260211863424542
340,0.0,,0.0,0.5,10,Clusterwise RFT,4.6,3.3290101256493996
341,0.0,,0.0,0.5,15,Clusterwise RFT,2.4,3.3330839721648826
342,0.0,,0.0,0.5,15,Clusterwise RFT,2.6,3.3334477022216493
343,0.0,,0.0,0.5,15,Clusterwise RFT,2.8,3.3367082088781723
